NAME,YEAR,YEAR_TOTAL,Problem_With_Counter,MONTH,MONTH_NUMBER,VISITORS
Mayfair  ,2011,73002,False,DEC,12,5277
McKinley Park,2011,128994,True,JAN,1,8175
McKinley Park,2011,128994,True,FEB,2,8590
McKinley Park,2011,128994,True,MAR,3,10476
McKinley Park,2011,128994,True,APR,4,10368
McKinley Park,2011,128994,True,MAY,5,10329
McKinley Park,2011,128994,True,JUN,6,11318
McKinley Park,2011,128994,True,JUL,7,11910
McKinley Park,2011,128994,True,AUG,8,11517
McKinley Park,2011,128994,True,SEP,9,10149
McKinley Park,2011,128994,True,OCT,10,13480
McKinley Park,2011,128994,True,NOV,11,12626
McKinley Park,2011,128994,True,DEC,12,10056
Merlo,2011,126338,False,JAN,1,9836
Merlo,2011,126338,False,FEB,2,10685
Merlo,2011,126338,False,MAR,3,11181
Merlo,2011,126338,False,APR,4,10484
Merlo,2011,126338,False,MAY,5,9661
Merlo,2011,126338,False,JUN,6,11933
Merlo,2011,126338,False,JUL,7,10986
Merlo,2011,126338,False,AUG,8,11156
Merlo,2011,126338,False,SEP,9,10065
Merlo,2011,126338,False,OCT,10,10477
Merlo,2011,126338,False,NOV,11,9841
Merlo,2011,126338,False,DEC,12,10033
Mount Greenwood,2011,99040,True,JAN,1,8390
Mount Greenwood,2011,99040,True,FEB,2,7071
Mount Greenwood,2011,99040,True,MAR,3,9396
Mount Greenwood,2011,99040,True,APR,4,8692
Mount Greenwood,2011,99040,True,MAY,5,7192
Mount Greenwood,2011,99040,True,JUN,6,9746
Mount Greenwood,2011,99040,True,JUL,7,9546
Mount Greenwood,2011,99040,True,AUG,8,8968
Mount Greenwood,2011,99040,True,SEP,9,7704
Mount Greenwood,2011,99040,True,OCT,10,8247
Mount Greenwood,2011,99040,True,NOV,11,7522
Mount Greenwood,2011,99040,True,DEC,12,6566
Near North,2011,165110,True,JAN,1,13350
Near North,2011,165110,True,FEB,2,11307
Near North,2011,165110,True,MAR,3,14591
Near North,2011,165110,True,APR,4,13984
Near North,2011,165110,True,MAY,5,13017
Near North,2011,165110,True,JUN,6,15855
Near North,2011,165110,True,JUL,7,11910
Near North,2011,165110,True,AUG,8,16162
Near North,2011,165110,True,SEP,9,14491
Near North,2011,165110,True,OCT,10,14009
Near North,2011,165110,True,NOV,11,13334
Near North,2011,165110,True,DEC,12,13100
North Austin  ,2011,89905,False,JAN,1,4089
North Austin  ,2011,89905,False,FEB,2,4070
North Austin  ,2011,89905,False,MAR,3,8400
North Austin  ,2011,89905,False,APR,4,7973
North Austin  ,2011,89905,False,MAY,5,6345
North Austin  ,2011,89905,False,JUN,6,8129
North Austin  ,2011,89905,False,JUL,7,8920
North Austin  ,2011,89905,False,AUG,8,10070
North Austin  ,2011,89905,False,SEP,9,8709
North Austin  ,2011,89905,False,OCT,10,8521
North Austin  ,2011,89905,False,NOV,11,7224
North Austin  ,2011,89905,False,DEC,12,7455
North Pulaski  ,2011,85660,False,JAN,1,5730
North Pulaski  ,2011,85660,False,FEB,2,6247
North Pulaski  ,2011,85660,False,MAR,3,6535
North Pulaski  ,2011,85660,False,APR,4,7118
North Pulaski  ,2011,85660,False,MAY,5,6326
North Pulaski  ,2011,85660,False,JUN,6,7560
North Pulaski  ,2011,85660,False,JUL,7,7396
North Pulaski  ,2011,85660,False,AUG,8,8179
North Pulaski  ,2011,85660,False,SEP,9,7982
North Pulaski  ,2011,85660,False,OCT,10,8648
North Pulaski  ,2011,85660,False,NOV,11,7707
North Pulaski  ,2011,85660,False,DEC,12,6232
Northtown ,2011,147054,False,JAN,1,10067
Northtown ,2011,147054,False,FEB,2,8061
Northtown ,2011,147054,False,MAR,3,12153
Northtown ,2011,147054,False,APR,4,11865
Northtown ,2011,147054,False,MAY,5,11029
Northtown ,2011,147054,False,JUN,6,14234
Northtown ,2011,147054,False,JUL,7,15195
Northtown ,2011,147054,False,AUG,8,15103
Northtown ,2011,147054,False,SEP,9,12348
Northtown ,2011,147054,False,OCT,10,13743
Northtown ,2011,147054,False,NOV,11,12060
Northtown ,2011,147054,False,DEC,12,11196
Oriole Park,2011,139799,True,JAN,1,11938
Oriole Park,2011,139799,True,FEB,2,10503
Oriole Park,2011,139799,True,MAR,3,14042
Oriole Park,2011,139799,True,APR,4,12549
Oriole Park,2011,139799,True,MAY,5,11890
Oriole Park,2011,139799,True,JUN,6,13228
Oriole Park,2011,139799,True,JUL,7,11777
Oriole Park,2011,139799,True,AUG,8,11985
Oriole Park,2011,139799,True,SEP,9,11231
Oriole Park,2011,139799,True,OCT,10,11347
Oriole Park,2011,139799,True,NOV,11,9900
Oriole Park,2011,139799,True,DEC,12,9409
Portage-Cragin ,2011,112283,False,JAN,1,9420
Portage-Cragin ,2011,112283,False,FEB,2,8579
Portage-Cragin ,2011,112283,False,MAR,3,9428
Portage-Cragin ,2011,112283,False,APR,4,9098
Portage-Cragin ,2011,112283,False,MAY,5,8530
Portage-Cragin ,2011,112283,False,JUN,6,8826
Portage-Cragin ,2011,112283,False,JUL,7,9878
Portage-Cragin ,2011,112283,False,AUG,8,10225
Portage-Cragin ,2011,112283,False,SEP,9,9981
Portage-Cragin ,2011,112283,False,OCT,10,10794
Portage-Cragin ,2011,112283,False,NOV,11,9338
Portage-Cragin ,2011,112283,False,DEC,12,8186
Pullman ,2011,80816,False,JAN,1,6017
Pullman ,2011,80816,False,FEB,2,4030
Pullman ,2011,80816,False,MAR,3,6106
Pullman ,2011,80816,False,APR,4,6057
Pullman ,2011,80816,False,MAY,5,5682
Pullman ,2011,80816,False,JUN,6,9896
Pullman ,2011,80816,False,JUL,7,6892
Pullman ,2011,80816,False,AUG,8,7641
Pullman ,2011,80816,False,SEP,9,7430
Pullman ,2011,80816,False,OCT,10,7778
Pullman ,2011,80816,False,NOV,11,6722
Pullman ,2011,80816,False,DEC,12,6565
Roden,2011,79663,False,JAN,1,6153
Roden,2011,79663,False,FEB,2,5741
Roden,2011,79663,False,MAR,3,10144
Roden,2011,79663,False,APR,4,6671
Roden,2011,79663,False,MAY,5,5510
Roden,2011,79663,False,JUN,6,7182
Roden,2011,79663,False,JUL,7,7930
Roden,2011,79663,False,AUG,8,7437
Roden,2011,79663,False,SEP,9,6204
Roden,2011,79663,False,OCT,10,6345
Roden,2011,79663,False,NOV,11,5613
Roden,2011,79663,False,DEC,12,4733
Rogers Park ,2011,234153,False,JAN,1,14870
Rogers Park ,2011,234153,False,FEB,2,13923
Rogers Park ,2011,234153,False,MAR,3,19625
Rogers Park ,2011,234153,False,APR,4,18961
Rogers Park ,2011,234153,False,MAY,5,17089
Rogers Park ,2011,234153,False,JUN,6,23455
Rogers Park ,2011,234153,False,JUL,7,22973
Rogers Park ,2011,234153,False,AUG,8,22832
Rogers Park ,2011,234153,False,SEP,9,20071
Rogers Park ,2011,234153,False,OCT,10,22010
Rogers Park ,2011,234153,False,NOV,11,20079
Rogers Park ,2011,234153,False,DEC,12,18265
Roosevelt,2011,131354,True,JAN,1,10077
Roosevelt,2011,131354,True,FEB,2,7703
Roosevelt,2011,131354,True,MAR,3,11063
Roosevelt,2011,131354,True,APR,4,10980
Roosevelt,2011,131354,True,MAY,5,10499
Roosevelt,2011,131354,True,JUN,6,12372
Roosevelt,2011,131354,True,JUL,7,11652
Roosevelt,2011,131354,True,AUG,8,12562
Roosevelt,2011,131354,True,SEP,9,11285
Roosevelt,2011,131354,True,OCT,10,11172
Roosevelt,2011,131354,True,NOV,11,10170
Roosevelt,2011,131354,True,DEC,12,11819
Scottsdale  ,2011,84639,False,JAN,1,6132
Scottsdale  ,2011,84639,False,FEB,2,6020
Scottsdale  ,2011,84639,False,MAR,3,7687
Scottsdale  ,2011,84639,False,APR,4,6881
Scottsdale  ,2011,84639,False,MAY,5,6419
Scottsdale  ,2011,84639,False,JUN,6,7534
Scottsdale  ,2011,84639,False,JUL,7,7562
Scottsdale  ,2011,84639,False,AUG,8,8679
Scottsdale  ,2011,84639,False,SEP,9,7280
Scottsdale  ,2011,84639,False,OCT,10,7979
Scottsdale  ,2011,84639,False,NOV,11,6386
Scottsdale  ,2011,84639,False,DEC,12,6080
Sherman Park ,2011,88441,False,JAN,1,6325
Sherman Park ,2011,88441,False,FEB,2,11833
Sherman Park ,2011,88441,False,MAR,3,6205
Sherman Park ,2011,88441,False,APR,4,6353
Sherman Park ,2011,88441,False,MAY,5,8990
Sherman Park ,2011,88441,False,JUN,6,7128
Sherman Park ,2011,88441,False,JUL,7,5583
Sherman Park ,2011,88441,False,AUG,8,8251
Sherman Park ,2011,88441,False,SEP,9,7264
Sherman Park ,2011,88441,False,OCT,10,8082
Sherman Park ,2011,88441,False,NOV,11,6743
Sherman Park ,2011,88441,False,DEC,12,5684
South Chicago ,2011,116601,False,JAN,1,9801
South Chicago ,2011,116601,False,FEB,2,7565
South Chicago ,2011,116601,False,MAR,3,9863
South Chicago ,2011,116601,False,APR,4,9887
South Chicago ,2011,116601,False,MAY,5,9052
South Chicago ,2011,116601,False,JUN,6,10527
South Chicago ,2011,116601,False,JUL,7,9794
South Chicago ,2011,116601,False,AUG,8,11649
South Chicago ,2011,116601,False,SEP,9,10550
South Chicago ,2011,116601,False,OCT,10,10136
South Chicago ,2011,116601,False,NOV,11,9313
South Chicago ,2011,116601,False,DEC,12,8464
South Shore  ,2011,93087,False,JAN,1,6723
South Shore  ,2011,93087,False,FEB,2,5627
South Shore  ,2011,93087,False,MAR,3,7946
South Shore  ,2011,93087,False,APR,4,8357
South Shore  ,2011,93087,False,MAY,5,6853
South Shore  ,2011,93087,False,JUN,6,7979
South Shore  ,2011,93087,False,JUL,7,8149
South Shore  ,2011,93087,False,AUG,8,8899
South Shore  ,2011,93087,False,SEP,9,8357
South Shore  ,2011,93087,False,OCT,10,9704
South Shore  ,2011,93087,False,NOV,11,7241
South Shore  ,2011,93087,False,DEC,12,7252
Sulzer Regional,2011,518941,True,JAN,1,41975
Sulzer Regional,2011,518941,True,FEB,2,32092
Sulzer Regional,2011,518941,True,MAR,3,44387
Sulzer Regional,2011,518941,True,APR,4,41845
Sulzer Regional,2011,518941,True,MAY,5,38706
Sulzer Regional,2011,518941,True,JUN,6,46004
Sulzer Regional,2011,518941,True,JUL,7,51126
Sulzer Regional,2011,518941,True,AUG,8,50501
Sulzer Regional,2011,518941,True,SEP,9,44543
Sulzer Regional,2011,518941,True,OCT,10,46438
Sulzer Regional,2011,518941,True,NOV,11,45055
Sulzer Regional,2011,518941,True,DEC,12,36269
Thurgood Marshall,2011,141057,True,JAN,1,10144
Thurgood Marshall,2011,141057,True,FEB,2,8049
Thurgood Marshall,2011,141057,True,MAR,3,11534
Thurgood Marshall,2011,141057,True,APR,4,11595
Thurgood Marshall,2011,141057,True,MAY,5,9856
Thurgood Marshall,2011,141057,True,JUN,6,11634
Thurgood Marshall,2011,141057,True,JUL,7,10820
Thurgood Marshall,2011,141057,True,AUG,8,14308
Thurgood Marshall,2011,141057,True,SEP,9,12376
Thurgood Marshall,2011,141057,True,OCT,10,13693
Thurgood Marshall,2011,141057,True,NOV,11,13433
Thurgood Marshall,2011,141057,True,DEC,12,13615
Toman ,2011,130269,True,JAN,1,15586
Toman ,2011,130269,True,FEB,2,6235
Toman ,2011,130269,True,MAR,3,9647
Toman ,2011,130269,True,APR,4,10447
Toman ,2011,130269,True,MAY,5,8990
Toman ,2011,130269,True,JUN,6,12434
Toman ,2011,130269,True,JUL,7,13184
Toman ,2011,130269,True,AUG,8,12099
Toman ,2011,130269,True,SEP,9,11313
Toman ,2011,130269,True,OCT,10,13190
Toman ,2011,130269,True,NOV,11,8899
Toman ,2011,130269,True,DEC,12,8245
Total,2011,0,False,JAN,1,0
Total,2011,0,False,FEB,2,0
Total,2011,0,False,MAR,3,0
Total,2011,0,False,APR,4,0
Total,2011,0,False,MAY,5,0
Total,2011,0,False,JUN,6,0
Total,2011,0,False,JUL,7,0
Total,2011,0,False,AUG,8,0
Total,2011,0,False,SEP,9,0
Total,2011,0,False,OCT,10,0
Total,2011,0,False,NOV,11,0
Total,2011,0,False,DEC,12,0
Uptown,2011,158641,True,JAN,1,11551
Uptown,2011,158641,True,FEB,2,10385
Uptown,2011,158641,True,MAR,3,13033
Uptown,2011,158641,True,APR,4,13215
Uptown,2011,158641,True,MAY,5,13090
Uptown,2011,158641,True,JUN,6,15021
Uptown,2011,158641,True,JUL,7,14863
Uptown,2011,158641,True,AUG,8,13960
Uptown,2011,158641,True,SEP,9,14181
Uptown,2011,158641,True,OCT,10,14160
Uptown,2011,158641,True,NOV,11,13495
Uptown,2011,158641,True,DEC,12,11687
Vodak-East Side,2011,107076,True,JAN,1,8590
Vodak-East Side,2011,107076,True,FEB,2,7257
Vodak-East Side,2011,107076,True,MAR,3,9233
Vodak-East Side,2011,107076,True,APR,4,8661
Vodak-East Side,2011,107076,True,MAY,5,8249
Vodak-East Side,2011,107076,True,JUN,6,9991
Vodak-East Side,2011,107076,True,JUL,7,6206
Vodak-East Side,2011,107076,True,AUG,8,9144
Vodak-East Side,2011,107076,True,SEP,9,9682
Vodak-East Side,2011,107076,True,OCT,10,10662
Vodak-East Side,2011,107076,True,NOV,11,10550
Vodak-East Side,2011,107076,True,DEC,12,8851
Walker ,2011,72866,False,JAN,1,5484
Walker ,2011,72866,False,FEB,2,4141
Walker ,2011,72866,False,MAR,3,5270
Walker ,2011,72866,False,APR,4,10526
Walker ,2011,72866,False,MAY,5,5722
Walker ,2011,72866,False,JUN,6,5023
Walker ,2011,72866,False,JUL,7,6140
Walker ,2011,72866,False,AUG,8,6084
Walker ,2011,72866,False,SEP,9,5578
Walker ,2011,72866,False,OCT,10,5929
Walker ,2011,72866,False,NOV,11,5460
Walker ,2011,72866,False,DEC,12,7509
West Belmont ,2011,128381,False,JAN,1,9927
West Belmont ,2011,128381,False,FEB,2,9404
West Belmont ,2011,128381,False,MAR,3,12567
West Belmont ,2011,128381,False,APR,4,12284
West Belmont ,2011,128381,False,MAY,5,9638
West Belmont ,2011,128381,False,JUN,6,11278
West Belmont ,2011,128381,False,JUL,7,11474
West Belmont ,2011,128381,False,AUG,8,9447
West Belmont ,2011,128381,False,SEP,9,10977
West Belmont ,2011,128381,False,OCT,10,11386
West Belmont ,2011,128381,False,NOV,11,10541
West Belmont ,2011,128381,False,DEC,12,9458
West Chicago Avenue,2011,46805,True,JAN,1,3813
West Chicago Avenue,2011,46805,True,FEB,2,2853
West Chicago Avenue,2011,46805,True,MAR,3,3917
West Chicago Avenue,2011,46805,True,APR,4,3904
West Chicago Avenue,2011,46805,True,MAY,5,3363
West Chicago Avenue,2011,46805,True,JUN,6,4332
West Chicago Avenue,2011,46805,True,JUL,7,4050
West Chicago Avenue,2011,46805,True,AUG,8,4514
West Chicago Avenue,2011,46805,True,SEP,9,4303
West Chicago Avenue,2011,46805,True,OCT,10,4607
West Chicago Avenue,2011,46805,True,NOV,11,3781
West Chicago Avenue,2011,46805,True,DEC,12,3368
West Englewood,2011,84904,True,JAN,1,9723
West Englewood,2011,84904,True,FEB,2,8813
West Englewood,2011,84904,True,MAR,3,6696
West Englewood,2011,84904,True,APR,4,6104
West Englewood,2011,84904,True,MAY,5,5212
West Englewood,2011,84904,True,JUN,6,6365
West Englewood,2011,84904,True,JUL,7,10021
West Englewood,2011,84904,True,AUG,8,5973
West Englewood,2011,84904,True,SEP,9,6386
West Englewood,2011,84904,True,OCT,10,7088
West Englewood,2011,84904,True,NOV,11,5916
West Englewood,2011,84904,True,DEC,12,6607
West Lawn ,2011,116512,False,JAN,1,8418
West Lawn ,2011,116512,False,FEB,2,7847
West Lawn ,2011,116512,False,MAR,3,9256
West Lawn ,2011,116512,False,APR,4,10185
West Lawn ,2011,116512,False,MAY,5,9838
West Lawn ,2011,116512,False,JUN,6,10882
West Lawn ,2011,116512,False,JUL,7,7423
West Lawn ,2011,116512,False,AUG,8,10710
West Lawn ,2011,116512,False,SEP,9,10684
West Lawn ,2011,116512,False,OCT,10,12878
West Lawn ,2011,116512,False,NOV,11,9549
West Lawn ,2011,116512,False,DEC,12,8842
West Pullman,2011,71970,True,JAN,1,9800
West Pullman,2011,71970,True,FEB,2,8624
West Pullman,2011,71970,True,MAR,3,10192
West Pullman,2011,71970,True,APR,4,3719
West Pullman,2011,71970,True,MAY,5,3100
West Pullman,2011,71970,True,JUN,6,3173
West Pullman,2011,71970,True,JUL,7,3435
West Pullman,2011,71970,True,AUG,8,4409
West Pullman,2011,71970,True,SEP,9,3569
West Pullman,2011,71970,True,OCT,10,8069
West Pullman,2011,71970,True,NOV,11,7239
West Pullman,2011,71970,True,DEC,12,6641
West Town,2011,146851,False,JAN,1,10373
West Town,2011,146851,False,FEB,2,9071
West Town,2011,146851,False,MAR,3,15453
West Town,2011,146851,False,APR,4,12655
West Town,2011,146851,False,MAY,5,11090
West Town,2011,146851,False,JUN,6,11881
West Town,2011,146851,False,JUL,7,12547
West Town,2011,146851,False,AUG,8,14274
West Town,2011,146851,False,SEP,9,12486
West Town,2011,146851,False,OCT,10,13463
West Town,2011,146851,False,NOV,11,12751
West Town,2011,146851,False,DEC,12,10807
"Whitney M. Young, Jr. ",2011,128395,False,JAN,1,11607
"Whitney M. Young, Jr. ",2011,128395,False,FEB,2,13039
"Whitney M. Young, Jr. ",2011,128395,False,MAR,3,14510
"Whitney M. Young, Jr. ",2011,128395,False,APR,4,11032
"Whitney M. Young, Jr. ",2011,128395,False,MAY,5,9515
"Whitney M. Young, Jr. ",2011,128395,False,JUN,6,9418
"Whitney M. Young, Jr. ",2011,128395,False,JUL,7,9609
"Whitney M. Young, Jr. ",2011,128395,False,AUG,8,7954
"Whitney M. Young, Jr. ",2011,128395,False,SEP,9,10636
"Whitney M. Young, Jr. ",2011,128395,False,OCT,10,11552
"Whitney M. Young, Jr. ",2011,128395,False,NOV,11,9970
"Whitney M. Young, Jr. ",2011,128395,False,DEC,12,9553
Woodson Regional,2011,393896,False,JAN,1,42625
Woodson Regional,2011,393896,False,FEB,2,36846
Woodson Regional,2011,393896,False,MAR,3,42510
Woodson Regional,2011,393896,False,APR,4,25678
Woodson Regional,2011,393896,False,MAY,5,25320
Woodson Regional,2011,393896,False,JUN,6,28479
Woodson Regional,2011,393896,False,JUL,7,28001
Woodson Regional,2011,393896,False,AUG,8,30237
Woodson Regional,2011,393896,False,SEP,9,41889
Woodson Regional,2011,393896,False,OCT,10,32336
Woodson Regional,2011,393896,False,NOV,11,29572
Woodson Regional,2011,393896,False,DEC,12,30403
Wrightwood-Ashburn,2011,89580,True,JAN,1,6546
Wrightwood-Ashburn,2011,89580,True,FEB,2,5879
Wrightwood-Ashburn,2011,89580,True,MAR,3,7460
Wrightwood-Ashburn,2011,89580,True,APR,4,7018
Wrightwood-Ashburn,2011,89580,True,MAY,5,6297
Wrightwood-Ashburn,2011,89580,True,JUN,6,8396
Wrightwood-Ashburn,2011,89580,True,JUL,7,9288
Wrightwood-Ashburn,2011,89580,True,AUG,8,8048
Wrightwood-Ashburn,2011,89580,True,SEP,9,8398
Wrightwood-Ashburn,2011,89580,True,OCT,10,8678
Wrightwood-Ashburn,2011,89580,True,NOV,11,7056
Wrightwood-Ashburn,2011,89580,True,DEC,12,6516
,2011,0,,JAN,1,895715
,2011,0,,FEB,2,785431
,2011,0,,MAR,3,0
,2011,0,,APR,4,0
,2011,0,,MAY,5,0
,2011,0,,JUN,6,0
,2011,0,,JUL,7,0
,2011,0,,AUG,8,0
,2011,0,,SEP,9,0
,2011,0,,OCT,10,0
,2011,0,,NOV,11,0
,2011,0,,DEC,12,0
